,Quiescent 1h/control,Quiescent 6h/control,Quiescent 24h/control,Quiescent 96h/control,Rapamycin 1h/control,Rapamycin 6h/control,Rapamycin 24h/control,Rapamycin 96h/control,IGF 0.5h/control,IGF 1h/control,IGF 3h/control,IGF 6h/control,IGF 24h/control,Apoptosis 0.5h/control,Apoptosis 1h/control,Apoptosis 3h/control,Apoptosis 6h/control,Senescent 1h/control,Senescent 6h/control,Senescent 24h/control,Senescent 96h/control
Smad2 (Ab-250),-0.081546969,-0.017794166,-0.316353517,-0.138000757,-0.171475055,0.196515982,-0.484223042,-0.557799051,0.026865756,-0.142736326,1.073783077,-0.353447785,0.677485597,-0.338216232,-0.742068528,-0.472058076,-0.467425396,0.195764364,-0.229538897,-0.265193794,-1.038091502
Smad2 (Ab-245),0.097017556,-0.276367853,-0.147295904,-0.519121889,0.393953178,-0.423659037,-0.485488324,-0.533226483,-0.170579443,-0.480097378,0.130353691,-0.437171823,0.423058025,-0.441755513,-0.721924493,-0.981838425,-0.615486258,0.142508853,-0.336562933,-0.461722876,-1.078546353
Smad2 (Ab-220),-0.081996781,-1.016099093,-0.180105612,-0.936419261,-0.196289489,-0.805112245,-0.400716204,-0.626857027,-0.973221587,-0.720770439,-1.431187792,-0.783853793,-0.793203069,-1.335824081,-0.891241286,-0.817857999,-0.226635539,-1.269409214,-0.517840052,-0.410811263,-1.338521939
Smad2/3 (Ab-8),0.280420159,-0.052629858,0.149715667,-0.657714551,-0.010615139,-0.230298188,0.069433389,0.098561369,-0.53675086,-0.406827464,-0.360849037,-0.198568337,0.173811252,-0.389371502,0.270343429,-0.070789665,0.072418435,-0.258087118,-0.111543932,-0.119875352,0.209590371
Smad3 (Ab-179),1.238870696,0.023900777,0.544026835,-0.192275517,-0.122805211,-0.967077338,-0.805666253,-0.611673332,-1.336151724,-1.337144633,-1.463553555,-1.802889527,-0.921587925,-1.84971571,-1.251627472,-1.383744238,-0.556304356,-1.562894044,-1.005876252,-1.186173132,-1.850404827
Smad3 (Ab-204),0.109123705,-1.197063578,-1.154239637,-1.605005539,-0.197275766,-1.294815379,-0.554015402,-0.427263599,-0.911091931,-0.964362501,-1.549921178,-1.336638277,-1.034868405,-1.238737807,-1.524083777,-0.808412942,-0.646235293,-1.86822279,-0.633316991,-1.202508953,-1.711486503
Smad3 (Ab-213),-0.02442146,-0.257995601,-0.219943973,0.012458479,0.03523184,-0.070542313,-0.313723969,-0.365438244,0.453397546,-0.192721424,0.374364537,0.020846218,0.483384461,-0.240602181,0.295766522,-0.704654323,-0.458738083,0.358384023,-0.089603966,-0.079496802,-0.739790516
Calsenilin/KCNIP3 (Ab-63),0.01083611,-0.507498371,-0.268726312,-0.559813134,-0.246981394,-0.519137009,-0.27807104,-0.249623635,-0.374049178,-0.459490567,-0.89844715,-1.079526323,-0.586252197,-0.609243964,-0.034111304,-0.555314078,-0.353239454,-0.428129492,-0.238599029,-0.63136961,-0.379309123
Epo-R (Ab-368),-0.173106985,0.780971685,0.286649544,0.589345287,0.479618746,0.568150531,0.276379637,0.08099599,0.130185215,0.329979537,0.681827811,0.38594357,-0.099393394,0.63490928,0.761438367,0.374210014,0.014526539,0.75320956,0.398190316,0.082809951,0.648431529
Interferon-alpha/beta receptor alpha chain (Ab-466),-0.406655675,-0.686990247,-0.184020259,-0.852806626,-0.391432172,-0.68835191,-0.188317953,-0.289013018,-0.84162523,-0.703591665,-0.968501871,-1.150450445,-0.997991986,-1.162699321,-0.64570289,-0.485749195,-0.344511236,-1.190699936,-0.724582548,-0.68967735,0.139871735
IL-2RA/CD25 (Ab-268),-0.211233314,0.285377859,0.004995627,0.311816289,0.311555933,0.349728365,-0.027457662,-0.006033963,0.127022314,0.428670601,1.61597868,0.208156484,0.293743933,0.210074867,0.132104618,-0.275817171,-0.299657899,0.510643162,0.29151118,0.008977102,1.957325686
WEE1 (Phospho-Ser53),-0.286277616,0.446575575,-0.14049556,0.422433726,0.057116711,0.151120349,-0.123656101,-0.122875828,0.15777632,0.110496189,1.769107951,1.186215439,0.222114023,0.98463241,0.354637698,-0.581598859,-0.23195955,0.786249962,0.073407741,0.163564746,0.481417144
MKK4/SEK1 (Ab-257),0.383794331,0.055339341,-0.171428731,-0.71789515,-0.362146666,-0.157832356,-0.52044789,-0.5923617,-0.714750476,-0.333247668,0.270352364,-0.48034245,-0.650117895,-0.604037474,-0.719838944,-1.015034854,-0.610086785,-0.140770352,-0.403943258,-0.527317199,-1.067141291
ATP1A1/Na+K+ ATPase1 (Ab-23),-0.676437612,-1.200515334,-0.471564473,-1.432209162,-0.826010785,-0.875650945,-0.50922858,-0.937321663,-0.998382646,-0.690331547,-1.44370921,-0.709202507,-1.201250918,-1.556189395,-1.024080791,-0.452903254,-0.625023957,-2.013347165,-1.331820256,-0.535585307,-0.704455251
CK1-A (Ab-321),-0.16407958,0.392886361,-0.108880818,0.29585596,0.089832098,0.906997831,-0.126199421,-0.225713031,0.288662411,0.149949885,1.149403092,0.840778593,0.214615753,0.093860904,-0.186048147,-0.606105878,-0.332409248,0.678159703,0.22063228,-0.152892968,-0.025967765
HSP90B (Ab-226),0.261963323,0.49318524,0.200314799,0.750333271,0.254202409,0.335623169,0.083234202,-0.021337416,0.317135094,0.263296411,0.26948418,1.275862252,0.359811726,-0.092826193,-0.235455893,-0.021838023,-0.05456331,0.240887117,0.037131426,0.660072425,0.10714497
Merlin (Ab-10),1.811768131,-1.068234454,-1.404405323,-0.621120531,-0.911021177,-1.684072209,-0.40112957,-0.928697427,-1.440101552,-0.420332992,-0.995759138,0.967219062,-1.180305225,-2.540464867,0.022555601,-2.202236939,-0.926589455,-0.113297932,-0.779976015,0.665975407,0.974859706
MAP3K7/TAK1 (Ab-187),-0.119305528,0.42911582,-0.158092471,0.553989797,-0.023549869,0.610341906,-0.242381631,-0.291124763,0.342942638,0.286644252,0.852912324,0.031540427,0.566074159,0.18250697,-0.304821491,-0.501016979,-0.337036189,0.5355007,0.188188706,0.08391114,6.838349226
MAP3K7/TAK1 (Ab-439),-0.693960179,-0.810425653,-0.675273645,-0.635079967,-0.046816312,-0.576100125,-0.322220396,-0.457046014,-0.443288063,0.100614962,-1.409154785,-0.321123018,-1.018787944,-0.801635284,-0.598764016,0.967130701,-0.431058655,-0.373169107,-0.472685927,-0.691296043,-0.465145305
MAP3K8/COT (Ab-400),-0.096490562,0.150484191,-0.071529126,0.181080031,0.307128294,0.190374385,-0.09416674,-0.188784903,0.001323732,-0.09531606,-0.012117911,-0.322088866,0.150620003,-0.069771065,-0.406003835,0.804492764,-0.156304012,0.454594634,0.113499221,0.128098102,-0.220528815
MYT1 (Ab-83),0.176982546,-0.541726624,-0.45805796,-0.378805622,0.155386331,-0.677497186,-0.502703553,-0.577252493,-0.465819493,-0.755848882,-1.014976776,-0.953121563,-0.233642634,-1.127365742,-0.916556625,-0.948491231,-0.445400131,-0.552100703,-0.814699508,-0.579248904,-1.180521866
WEE1 (Ab-53),-0.17721896,-0.421838939,-0.391302541,-0.073413209,1.048545296,-0.563921593,-0.453204102,-0.573317839,-0.461867325,-0.458001473,-0.409779013,-1.118171074,0.020270798,-0.898316354,-0.719692039,-0.891225827,-0.558654819,-0.450868454,-0.551187922,-0.488560138,-1.382968849
EPB41 (Ab-418/660),0.310490697,0.083214681,0.008151824,1.190337733,0.117919571,-0.037126693,-0.05709209,-0.041860721,0.659127255,0.037744433,0.44556514,-0.087738978,1.035614779,0.034795094,-0.169735697,-0.306917589,-0.003739861,0.069581098,0.39644167,0.071699225,-0.084789224
Mnk1 (Ab-385),0.000733756,-0.436474567,-0.2103827,-0.28231774,-0.077344809,-0.406093273,-0.210835139,-0.428967376,-0.075794583,-0.410689595,-0.612682912,-0.589118932,0.298814156,-0.444513532,-0.630721274,-0.481904353,-0.369030356,-0.434383544,-0.245730505,-0.234502747,-0.561204678
RAD51 (Ab-309),-0.39222647,-1.191057161,-0.460219908,-0.703466677,-0.038585552,-0.56032111,-0.192416986,-0.272856549,-0.254979829,-0.612345269,-0.628112276,-0.689435203,-0.162007787,-0.159886012,-0.750579625,-0.247448042,-0.262804469,-0.687577601,-0.29629513,-0.410394554,-0.933812899
TIF-IA (Ab-649),-0.323107262,-0.616595825,-0.390879401,-0.199825615,-0.220842087,-0.378392742,-0.406498673,-0.28484897,-0.13849846,-0.309550872,-0.732476654,-0.992013893,-0.011067256,-0.62891638,-0.012401777,-0.6228929,-0.522835301,-0.57740083,-0.17806044,-0.368034204,-0.840393233
Lamin A (Ab-22),-0.468216925,0.503955495,-0.058004978,0.943965484,0.096517614,0.167803941,-0.109389201,-0.048102894,0.217706249,-0.063643862,-0.268690335,-0.336532068,0.278760884,0.493162512,0.41127626,-0.209842963,-0.104337884,0.465336498,0.108924436,-0.095560703,-0.054591126
p53 (Phospho-Thr18),-0.060777208,-0.508129311,0.06693631,-0.518897985,0.040339157,-0.267543251,0.500640546,0.168597583,-0.380309292,-0.099487452,-0.613195953,0.387276185,-0.486565071,0.128230772,0.631120456,1.467441453,0.32508446,-0.426577683,0.180713333,0.132108212,0.609038502
p53 (Phospho-Ser33),0.267846258,-0.385686521,0.060687355,-0.74370746,-0.227467407,-0.109117649,0.25567354,-0.000335122,-0.645273709,-0.11345565,0.041902901,2.102483059,-0.486451379,0.186200716,0.52860486,0.636320288,0.193514067,-0.172856328,0.277664136,0.177226656,0.22097123
p53 (Phospho-Ser37),-0.326044801,-0.231599523,-0.158625786,-0.078590675,0.121202541,-0.03509752,0.160846628,0.214308359,-0.083547875,-0.049217378,-0.206517781,1.733153155,-0.534351593,-0.200113486,0.117478696,0.122683996,-0.024747963,-0.197518596,-0.071884127,-0.062411336,0.504522928
p53 (Phospho-Ser46),0.414099057,0.386297486,0.27506382,-1.260801505,-0.213526743,-0.520806414,0.125229121,0.353396816,-1.059003071,-0.455560517,-0.850881551,-0.061693884,-0.554026854,-0.326064563,0.876357763,1.045889091,0.466409714,-0.446861026,-0.326139525,0.336440381,2.032053687
p53 (Phospho-Ser315),0.44999805,-0.440107152,-0.690241142,-1.312530834,-0.59256754,-1.1868719,-0.484902205,-0.745266479,-1.256332411,-0.768422696,-1.70354114,-0.571787366,-0.973386738,-0.59924135,-1.37464124,-0.693808824,-0.383464136,-0.977659836,-0.369005028,-0.522157187,-0.354207568
Tau (Phospho-Ser356),0.044509792,-0.603408725,-0.104071976,-0.626487596,-0.295765082,-0.250056118,0.128123939,-0.036776979,-0.533096676,-0.163441176,-0.148069029,0.56109783,-0.551483714,1.378565467,0.455749446,0.731624354,0.22097952,-0.28043042,0.114662944,0.165143009,0.286117648
Tau (Phospho-Ser396),0.912922548,1.271102691,0.678523325,0.868269623,0.421228488,1.106268306,0.464007178,0.563163739,0.601207246,1.129552212,1.541851999,2.290831694,0.675094481,4.331937063,1.728102986,0.41958673,0.540934381,1.059225666,1.09188775,1.150467485,1.280850401
Tau (Phospho-Ser235),1.100985017,-0.393306561,0.119591262,0.625259377,-0.043294985,-0.636915738,-0.482035675,-0.548618821,-0.979311277,-0.024775912,-1.054542758,-1.20465179,-0.911019563,-1.182337453,-0.043343752,-0.991276466,0.02663679,-1.018055044,-0.665748741,-0.482244657,-1.109819523
Tau (Phospho-Thr181),0.266455128,1.140193323,0.493429465,0.225029688,0.068319706,1.475324856,0.775405879,0.461557912,0.308991183,0.42431009,0.622520429,0.448870799,0.687664522,1.632856349,1.230439709,0.413000934,0.244458377,1.231114966,1.005779776,1.041269554,1.412235769
Tau (Phospho-Thr205),-0.379540748,0.371253166,-0.103050881,2.080760738,0.509135263,0.188698217,0.576100451,3.115138744,0.580717559,0.337709609,-0.309147737,-0.137449178,-0.174925654,0.25799462,0.23780043,-0.18182895,0.194889842,0.102506694,0.209423629,-0.043540703,0.883939822
Tau (Phospho-Ser214),-0.116343307,-0.430087273,-0.037181945,-0.363215361,0.043000377,-0.132762682,0.249374057,0.495331503,-0.486284996,0.239061495,-0.494325977,0.49145315,-0.364681083,0.254621568,0.160317403,0.365806901,-0.129591861,-0.301353877,0.261794967,0.20965389,1.029607389
Tau (Phospho-Thr231),-0.017250851,0.458414082,0.20668768,0.850467983,-0.031111382,0.065412686,0.644966053,0.421482831,0.397141671,0.122205524,-0.137120269,0.414081635,0.385882972,1.076089563,1.040067226,0.06063976,0.14759113,1.019676864,0.743645965,0.478105927,1.103803917
Tau (Phospho-Ser262),-0.028797462,-0.347228398,-0.12399837,-0.053239639,-0.046193885,-0.095842037,0.01099622,-0.080173205,0.201963776,0.050147361,0.061033989,0.687633536,0.355249368,0.018225742,-0.014288325,0.073577981,-0.073910108,0.065232267,0.284398319,0.524484456,-0.142181153
Tau (Phospho-Ser404),-0.442537543,-0.032807533,-0.211078245,0.456601702,-0.129812,0.141875538,-0.021999089,0.06177625,0.204171353,-0.221116704,-0.655928293,-0.851915761,0.364174183,0.130328582,0.006921016,-0.425345177,-0.406866502,0.453648948,0.223239287,0.335124184,0.148528934
FKHR (Phospho-Ser256),-0.103686736,0.255252,0.207834608,0.153825917,-0.229246114,-0.177082482,0.289323875,0.156110445,0.285166875,0.25413786,0.004525931,-0.471662774,0.121514573,0.019866622,0.210468592,0.485191261,0.121113649,0.036549449,0.81868458,0.711069097,0.671348513
Catenin beta (Phospho-Thr41/Ser45),0.142397097,-0.453270223,-0.228213626,-0.885894464,-0.236918299,-0.379708676,-0.112889835,-0.37649431,-0.57675484,-0.32333876,-0.589524154,-0.626604716,-0.135137032,-0.403012339,-0.626045525,-0.287839742,0.202995535,-0.38046094,-0.2670523,-0.341049736,-0.270763977
BRCA1 (Phospho-Ser1524),-0.005590898,-0.652221305,-0.359967086,-1.039308364,-0.154573367,-0.610459927,-0.418246829,-0.168457214,-0.671335211,-0.587696181,-0.733613621,-0.521681752,-0.463991505,-0.483187583,0.135462285,-0.262682616,0.095514439,-0.456979326,-0.515766571,-0.070527971,-0.422948805
CDC25C (Phospho-Ser216),0.541193134,0.104918604,-0.051513892,1.410424088,-0.202119025,-0.28920202,0.190524408,0.601814128,-0.629802551,-0.246542143,-0.745084625,-0.019361066,-0.349282679,-0.364727714,0.616307278,0.257842172,0.654630786,0.047714871,-0.332282902,0.160865832,0.14624961
Androgen Receptor (Phospho-Ser213),-0.59742786,-0.960873072,-0.538492598,-1.173200857,-0.721378124,-0.464206555,-0.493761152,-0.324904606,-0.658551875,-0.490600514,0.244488611,-0.531081637,-0.783005524,-0.588971671,-0.40940969,-0.637499618,-0.243141014,-0.61975975,-0.258756936,-0.292247556,-0.723783408
MEK1 (Phospho-Thr291),1.013913464,0.758535707,0.55688687,1.676277381,1.199914748,1.107784931,0.985992027,0.774884604,0.853772283,0.551688043,0.529355574,1.47669005,0.43165079,1.134558878,1.17414521,1.373530539,0.901008419,0.998848809,0.735409798,0.735199448,1.487035483
NMDAR1 (Phospho-Ser897),0.064935803,0.038349663,0.00453531,-0.027628624,-0.108463329,0.408095971,0.315371101,0.093281458,0.020752602,0.172810954,0.66869988,0.755079742,-0.079300846,0.419719134,0.353635072,0.649832624,0.097955967,0.043288728,0.248380452,0.154270934,0.38470754
PKC delta (Phospho-Ser645),-0.581350998,-0.134721441,-0.052186257,-0.750765389,-0.135637049,0.100759681,0.045521653,0.009243715,-0.183607908,-0.142707267,0.106137812,0.290015701,-0.267973244,0.60978111,0.134372416,0.228458206,0.159861173,-0.118530691,0.079439286,0.064343877,0.091398541
PKC theta (Phospho-Ser676),0.012345594,0.086104682,0.121305088,0.684486505,0.069683539,0.494955416,0.281547969,0.181852695,-0.186418873,0.463825228,0.435437679,0.093567271,-0.059902932,0.079321142,0.483336061,0.568766156,0.099323219,0.312161193,0.384297859,0.39301778,1.544369981
14-3-3 zeta (Phospho-Ser58),-0.95963606,-1.294736347,-0.865115172,-0.546610746,-0.841112981,-0.906910575,-0.590008947,-0.724252315,-1.068345301,-0.831506036,-1.319441405,-0.763575646,-1.113402012,-1.262336795,-0.847951848,-0.889955074,-0.483518299,-1.230278376,-0.838146578,-0.563558022,-0.290809734
AMPK1 (Phospho-Thr172),-0.317997181,-0.613739042,-0.733203966,-0.510093224,-0.346902151,-0.488956769,-0.041932211,-0.255954535,-0.703713928,-0.538716501,-0.461637645,-0.775725412,-0.778594496,0.06615996,-0.361234707,0.33675295,0.363874582,-0.900082899,-0.234019422,-0.19497405,-0.535663449
Amyloid beta A4 (Phospho-Thr743/668),0.299690904,0.396789049,-0.319322276,-0.671429912,-0.205869729,0.313785762,0.219040225,-0.152925171,-0.250645669,-0.340088345,-0.314420988,0.605175254,-0.88704351,2.340723177,0.113077651,-0.517352953,-0.07476216,-0.32530347,0.059046335,0.094233349,0.515842663
CREB (Phospho-Ser142),0.063703015,0.187933367,-0.042965249,-0.455926127,0.392880631,-0.192064148,-0.185533225,-0.005642737,-0.005835767,0.177083599,-0.666556026,0.555458596,-0.055189748,0.208363329,0.317098299,0.070752789,-0.096482564,-0.025503899,0.174356438,0.323314927,0.376200775
DARPP-32 (Phospho-Thr75),-0.573996682,6.476167443,-0.414946945,-0.142143978,-0.264421946,0.014399453,-0.172959096,-0.240442716,-0.31845162,-0.424962567,-0.673341753,-0.822228765,-0.577455878,-0.575626265,-0.573478675,-0.697123781,-0.525117483,-0.198664724,-0.175832211,-0.190210706,-0.710919734
EGFR (Phospho-Thr678),-0.694768949,0.170484733,-0.154694909,0.445340287,-0.008864023,0.536893838,-0.098817179,0.36081671,-0.131832967,-0.311296868,-0.475484803,-1.35250466,-0.472393784,0.319609788,-0.152920649,-0.348541685,-0.454355195,-0.021672346,-0.053858376,-0.317948907,-0.147795547
Ephrin B2 (Phospho-Tyr330),-0.076345995,0.104214665,0.255444981,1.971979229,-0.114831866,-0.601454734,-0.000535421,6.237156099,-0.320554043,-0.135505039,-0.281121542,-0.618679604,-0.095502953,0.01903365,0.117827201,-0.127598838,-0.057788952,-0.015179504,0.219116331,0.145362332,-0.463567224
GABA-RB (Phospho-Ser434),-0.429659811,0.285847943,-0.071421502,5.210891023,-0.104030923,0.079564544,-0.106006653,0.055281583,-0.05955966,-0.202228956,-0.750962305,-0.936011707,-0.244798971,-0.281012922,-0.320937273,-0.246940459,-0.175571059,0.355086323,0.182924836,-0.128635951,0.236817378
HSP90B (Phospho-Ser254),0.192975852,-0.478890113,-0.153313043,1.711571213,-0.06545416,-0.478177102,-0.150548382,-0.091999295,-0.194000945,-0.116289432,-0.328408976,0.385074689,-0.312738549,-0.2160306,-0.024321827,-0.213980312,-0.059816823,-0.205333731,0.26074264,0.440999892,-0.102920144
IkB-beta (Phospho-Ser23),-0.115989327,-0.151293611,-0.051972272,-0.423335393,-0.002382109,0.090930146,0.178833928,0.018500695,-0.21018405,-0.0623516,-0.415904901,0.240994083,0.079793239,-0.029125247,0.205397591,0.106899297,-0.022082878,0.162771147,0.313667501,0.234352639,0.304974613
IkB-epsilon (Phospho-Ser22),-0.190310965,-0.056592529,-0.089531678,-0.68121676,-0.15345287,-0.476787764,-0.089632366,-0.154034895,-0.550285112,-0.580741377,-1.233397643,-1.113287489,-0.564590646,-0.651905314,-0.053774342,-0.046894883,-0.080676567,-0.63925273,-0.100075956,-0.060380975,-0.269050139
Keratin 18 (Phospho-Ser33),0.096667513,1.145567259,0.350006689,-0.431253043,-0.046848433,-0.399628845,-0.100103906,-0.21067935,-0.178158257,-0.238269785,-0.26138227,0.481391762,-0.159457372,-0.047824466,0.324129441,-0.183857718,-0.043476368,-0.11820391,0.537080825,-0.367818164,-0.076426859
Keratin 8 (Phospho-Ser73),0.001707045,-0.287282007,-0.107399178,-0.163061369,-0.047074943,-0.003980438,-0.090336357,-0.096832695,0.094144652,-0.06300407,0.205004058,0.306094251,0.378443783,0.09985356,0.238981936,-0.106526311,-0.223427269,0.163762832,0.103872352,0.281597589,-0.394802838
MEF2A (Phospho-Ser408),-0.135537626,-0.308865314,0.095031768,-0.076352586,-0.009630387,-0.118116906,-0.071770835,0.02579471,0.188859905,-0.280490416,-0.597165454,-0.293154406,-0.658768948,-0.233879,0.324347072,-0.317519896,-0.267458914,-0.104283378,-0.06885273,0.035114535,-0.337638735
Myc (Phospho-Ser62),-1.01709363,-0.531403665,-0.587945425,-0.947834409,-0.561596608,-0.732776186,-0.496592995,-0.419594276,-0.74754149,-0.96005165,-1.048762161,-0.322530622,-0.85637559,-0.733282699,-0.717709022,-0.671536948,0.388765064,-0.9642941,-0.201760516,-0.394706786,-0.333108863
Chk1 (Ab-280),-0.410722364,0.316538198,-0.007658345,0.709864675,0.303604108,0.707143802,0.036144434,0.108937593,0.41146169,0.518997127,0.888258801,0.308975982,0.138886349,0.893535321,0.814230309,2.591820968,-0.272910743,0.884361245,0.288526646,0.239939958,1.289658785
Chk1 (Ab-317),0.020279508,-0.71957577,-0.640472183,0.952515884,-0.45155866,-0.571944353,-0.536149404,-0.50740118,-0.412567846,-0.351474641,-0.50071276,-0.796258759,-0.91618926,-1.154445688,-0.894483451,-0.89964155,-0.494216934,-0.795634618,-0.5624919,-0.623491163,-0.511342661
Src (Ab-418),-0.005432112,-0.416856018,0.181572782,0.040378584,-0.497446709,-0.45490416,-0.4360807,-0.353450373,-0.629684788,-1.203496067,-1.866197095,-1.908594905,-1.269818792,-1.383187365,-0.627451301,-1.037021654,-0.168236125,-0.394472508,-0.418817575,-0.895307386,-0.275358397
MKK3/MAP2K3 (Ab-189),-0.184476019,0.117684971,-0.16883046,0.147628322,0.156977911,0.120235232,0.123925159,-0.06515049,-0.200394314,-0.172204314,-0.075972531,-0.225114308,-0.221844678,-0.318483443,-0.114321977,0.289264905,-0.118552615,0.012815039,0.048814126,0.020021375,0.48779442
Chk2 (Ab-516),0.022667104,-0.369773186,0.153425503,0.427606047,0.060158371,-0.03090119,-0.109641748,0.014402115,-0.553129531,-0.420615172,-0.60960178,-0.281512145,-0.204410533,-0.631697378,-0.198777533,-0.113196182,0.13002072,-0.037695618,-0.009781321,0.220348618,-0.278048631
