,ABL1,AKT1,AMPK,ATG13,ATG5,ATM/ATR,ATM/ATR_2,BAX,BCL2,CASP3,CASP9,CDK4,CDKN1A,CDKN2A,DNAdamage,DNAdamage_high,E2F1,EIF4EBP1,FOXO3,HIPK2,IGF1,IGF1R,IKBKB,IL1B,IL6,IRS1,lowNutrition,MAP2K3/MAP2K6,MAPK14,MDM2,MTOR,NAD+,NFKB1,NFKBIE,PDK1,PIK3CA,PPARGC1A,PTEN,RB1,RHEB,ROS,S6K1,SGK1,SIRT1,SOD2,TNF,TP53,TP53_s46,TSC2,ULK1
INPUT: 375,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1
OUTPUT: 375,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 376,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0
OUTPUT: 376,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 377,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1
OUTPUT: 377,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 378,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1
OUTPUT: 378,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 379,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1
OUTPUT: 379,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 380,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1
OUTPUT: 380,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 381,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1
OUTPUT: 381,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 382,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0
OUTPUT: 382,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 383,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1
OUTPUT: 383,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 384,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0
OUTPUT: 384,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 385,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1
OUTPUT: 385,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 386,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1
OUTPUT: 386,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 387,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0
OUTPUT: 387,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 388,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1
OUTPUT: 388,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 389,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1
OUTPUT: 389,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 390,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0
OUTPUT: 390,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 391,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0
OUTPUT: 391,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 392,1,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1
OUTPUT: 392,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 393,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1
OUTPUT: 393,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 394,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1
OUTPUT: 394,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 395,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0
OUTPUT: 395,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 396,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1
OUTPUT: 396,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 397,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
OUTPUT: 397,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 398,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1
OUTPUT: 398,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 399,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0
OUTPUT: 399,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
INPUT: 400,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0
OUTPUT: 400,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,1,0,9,9,9,9,9,0,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,0,9,9,9,9
