,control,Quiescent 1h,Quiescent 6h,Quiescent 24h,Quiescent 96h,Rapamycin 1h,Rapamycin 6h,Rapamycin 24h,Rapamycin 96h,IGF 0.5h,IGF 1h,IGF 3h,IGF 6h,IGF 24h,Apoptosis 0.5h,Apoptosis 1h,Apoptosis 3h,Apoptosis 6h,Senescent 1h,Senescent 6h,Senescent 24h,Senescent 96h
p53 (Phospho-Ser33),1377,1708.5,1928,1709.5,1545.5,1134,1631.5,1261,1094.5,985,1427.5,2610,2652,1788,1994.5,1638.5,1157.5,1344,1807.5,1871.5,1908,1026.5
p53 (Phospho-Ser37),1359,1360,1991,1530,1828.5,1327.5,1660,1184,1207.5,1217,1445.5,2377.5,2439,1729,1731,1415,948.5,1176.5,1770,1602.5,1705,1083
p53 (Phospho-Ser46),3220,4185.5,5555.5,4361.5,3055.5,2671.5,3158.5,2751.5,3056.5,1876,2875.5,4414,3725.5,4062,3918,4236.5,3073,3587,3861.5,3375.5,4742,3458.5
p53 (Phospho-Ser315),2783.5,3658.5,3833.5,2353.5,2593,1845.5,1812,1581,1307.5,1445.5,2120,2421,2716,2872.5,3043,1396,1311.5,1905,2726.5,2856.5,2792.5,1784.5
Tau (Phospho-Ser356),1339,1540.5,1752,1546,1555.5,1062.5,1493,1146,1043,1006,1360,2388.5,1845.5,1691,2661.5,1558,1161,1325.5,1698,1707.5,1846.5,1014
Tau (Phospho-Ser396),699,1049.5,1466.5,1095.5,1162.5,775,1249,708.5,727.5,779.5,1089.5,1941,1393,1352,2323,1135,545.5,805,1274,1243,1340.5,655.5
Tau (Phospho-Ser235),5188.5,8184.5,7248,6602.5,8206,4693,4791,2954,2882.5,3155.5,5572,6491.5,3896,5531.5,4304,5100.5,2016,4626.5,4995.5,4532,5318.5,2615
Tau (Phospho-Thr181),560,694.5,1144,823,810.5,534,1103,649.5,558,572,707,1252.5,749.5,1087,1177.5,808.5,436,561,1060.5,971,1040.5,538.5
Tau (Phospho-Thr205),838,820.5,1440.5,968,1734.5,961.5,1116.5,893.5,1805.5,929,1027.5,1415.5,947,1231,1241,909,514,818.5,1195.5,1109.5,1060,725.5
Tau (Phospho-Ser214),1164,1263.5,1608,1385,1455,1097,1365.5,1062.5,1177,892,1379,1839.5,1575.5,1589,1722,1230,891,946,1466,1572.5,1633.5,1038.5
Tau (Phospho-Thr231),593.5,668,1042,782.5,983.5,540,754.5,652,581,623,674,1062.5,787,1054,1098.5,816,404,565.5,1072,949,920,537.5
Tau (Phospho-Ser262),1162.5,1303,1646.5,1330,1574,1050,1385,931,883.5,1147.5,1285,2216.5,1654.5,2045,1595.5,1155,795.5,977.5,1640.5,1584,1831.5,790
Tau (Phospho-Ser404),820,782,1270,900.5,1250.5,710.5,1073.5,644,674,810,813,1218,718.5,1446.5,1167,821,447.5,551.5,1289,1091.5,1207,600.5
FKHR (Phospho-Ser256),1015.5,1107.5,1696,1339.5,1445.5,835.5,1169,946,876.5,1029.5,1209.5,1902.5,1027,1656.5,1394.5,1091.5,811,954,1421,1663,1703.5,840
Catenin beta (Phospho-Thr41/Ser45),1486.5,1769,2039,1619,1597.5,1218,1562,1104,937.5,1096,1410,2266,1421.5,2216,1757,1148,868,1458,1823.5,1603.5,1638.5,975.5
BRCA1 (Phospho-Ser1524),1551,1753,1997.5,1581.5,1587,1327,1452.5,929.5,1119,1096.5,1299,2233,1541,2033,1777,1625,916.5,1437,1853.5,1474.5,1939,975
CDC25C (Phospho-Ser216),1119,1512,1798,1323,2064.5,934,1226,990.5,1183.5,806,1097.5,1603.5,1311.5,1537,1342,1367,823,1353,1571,1169.5,1540.5,819
Androgen Receptor (Phospho-Ser213),1175,1047,1360.5,1087.5,1149.5,712.5,1185.5,662.5,767.5,835.5,1032,2367,1163.5,1335,1290,999.5,572,887.5,1325,1272.5,1326.5,674.5
MEK1 (Phospho-Thr291),1047.5,1615.5,1971.5,1574.5,2026,1520,1872.5,1318.5,1187,1253,1378.5,2285.5,1784.5,1886.5,1966.5,1491,1095,1397,1883,1670.5,1771,1021.5
NMDAR1 (Phospho-Ser897),809.5,938,1278,981,1103,709,1166.5,764,676.5,752,936.5,1832.5,1171.5,1231.5,1258,912,683.5,751,1135,1088,1111.5,627.5
PKC delta (Phospho-Ser645),1025,920,1543.5,1211.5,1148,885.5,1321,837.5,819,885,1050,1981.5,1314,1453.5,1681,1073.5,745.5,983,1368.5,1288.5,1357,740
PKC theta (Phospho-Ser676),971,1104.5,1552.5,1236.5,1555,926.5,1441,901,849,837.5,1242,2065,1177,1487.5,1359.5,1139.5,798,901.5,1469.5,1373,1460,957
14-3-3 zeta (Phospho-Ser58),1623.5,1209,1651.5,1223,1929.5,899,1282,842,777.5,941,1193.5,1778.5,1473.5,1551,1288,1123.5,676.5,1029,1420.5,1274,1592,1059.5
AMPK1 (Phospho-Thr172),1504.5,1510.5,1962,1238,1806.5,1160,1499.5,1167.5,1028,1048,1291,2406.5,1359,1713,2097.5,1306,1139.5,1598,1522,1648.5,1778.5,915
Amyloid beta A4 (Phospho-Thr743/668),1350.5,1693,2336,1406,1548.5,1125,1883,1213.5,983.5,1137,1271.5,2277,1882.5,1457.5,3272,1404,702.5,1135,1687.5,1683.5,1810,1079
CREB (Phospho-Ser142),1137.5,1317.5,1867.5,1350,1386.5,1247,1301,806,901.5,1047,1318,1682.5,1565.5,1745.5,1659,1266.5,777.5,943.5,1562.5,1485.5,1667,880
DARPP-32 (Phospho-Thr75),1126,1014,4831,1115.5,1491,909,1403,804.5,777,923.5,1020,1661,998.5,1406,1243,891,529.5,690,1466,1267.5,1334,649
EGFR (Phospho-Thr678),883.5,752.5,1444,996.5,1344,812.5,1329.5,662,841.5,777.5,842.5,1406,617,1154,1333,833.5,501,573,1215,1050,985,599.5
Ephrin B2 (Phospho-Tyr330),1185.5,1306,1904.5,1593.5,2410.5,1035,1115.5,943,4169.5,971.5,1218,2022,1137,1793,1627.5,1234.5,745,1006.5,1633.5,1575.5,1622,736.5
GABA-RB (Phospho-Ser434),826.5,792.5,1391,968.5,2578.5,725.5,1056.5,616.5,677,746.5,826,1181.5,699.5,1182.5,1022.5,729.5,492,652.5,1265.5,1083,1007,618.5
HSP90B (Phospho-Ser254),1240,1501,1687.5,1399.5,2413,1109.5,1242.5,899,936,1066.5,1284,2080.5,1631.5,1728,1570.5,1227.5,749.5,1051.5,1611,1674.5,1897,851.5
IkB-beta (Phospho-Ser23),1109.5,1204.5,1663,1311.5,1364.5,1023.5,1424.5,976,891,948.5,1174,1804.5,1403,1784.5,1499,1190.5,769.5,962,1610.5,1528.5,1572,844
IkB-epsilon (Phospho-Ser22),1664,1756.5,2560.5,1934,1902.5,1424.5,1668.5,1254,1211,1241,1398.5,1907,1303.5,2089.5,1779.5,1629.5,1083,1393.5,1863,1938,2089.5,1092.5
Keratin 18 (Phospho-Ser33),953,1116.5,1949,1328.5,1169.5,860.5,992,713.5,670,824.5,938,1636.5,1286.5,1408,1279.5,1063.5,584,816,1272.5,1422.5,1036.5,659
Keratin 8 (Phospho-Ser73),916,1038,1320.5,1056,1206.5,827,1133,690,689.5,872.5,969,1824,1179.5,1623,1291,994,581,701,1330,1163,1321.5,580.5
MEF2A (Phospho-Ser408),1344.5,1449,1926,1693.5,1810,1236,1587,1024.5,1084,1321.5,1299.5,2043.5,1445,1619,1692,1500.5,774,999,1803,1587.5,1758.5,866
Myc (Phospho-Ser62),1104,796.5,1478,993,1163.5,747,967,621,675.5,753.5,752,1385,1175,1210,1140,816,527,1186.5,1087.5,1228,1184.5,712
Chk1 (Ab-280),552.5,534,937,666,889.5,584,878,449,465.5,582.5,719.5,1322,712,906.5,977,714.5,764.5,409,967,754,784.5,519
Chk1 (Ab-317),1485.5,1694.5,1871,1295,2512.5,1077,1419.5,808,852,1173.5,1391.5,2342,1331,1579.5,1251,1003,615,933.5,1567,1376.5,1408,910
Src (Ab-418),12847,14521,17819,16768,17798,9055,13021,7591.5,8231.5,9254,7437.5,9946,6433.5,11173.5,9490,9915,4828.5,10190,15685,12854.5,10267.5,8420
MKK3/MAP2K3 (Ab-189),1208,1278,1947.5,1353.5,1717,1199,1568.5,1031.5,926,1036.5,1222.5,2206,1327.5,1743.5,1474,1156.5,899,988.5,1678.5,1499.5,1570,959
Chk2 (Ab-516),1489.5,1700.5,2095.5,1922,2257,1415,1822.5,1108.5,1193.5,1109.5,1352,2253,1607,2164,1606.5,1380.5,942,1406,2038.5,1804,2099,975.5
TYK2 (Ab-1054),1605,805.5,1480,923.5,1343.5,694,1274,661,677,810,817.5,1574.5,878.5,1229,1146,783,530.5,575,1239.5,1040.5,1080.5,583.5
JAK1 (Ab-1022),1243.5,1329.5,1839.5,1345.5,1655.5,1012,1453,870,891.5,1042.5,1093.5,1998,1199.5,1712,1302,1084.5,669.5,828.5,1599.5,1301.5,1614.5,792
JAK2 (Ab-221),1012.5,1048,1680,1083.5,1320.5,1005,1410.5,725,714,888.5,1138.5,2099.5,1099.5,1669.5,1418,1006,570,723.5,1499,1268.5,1256.5,720
JAK2 (Ab-1007),1698.5,1866,3622.5,1746.5,2039.5,1450.5,2040.5,1258,1217.5,1351.5,1589.5,2722,1514,2282.5,1743,1404.5,908.5,1241.5,2264.5,1927,2107,1124
IkB-alpha (Ab-32/36),924.5,870,1401,977,1372.5,856.5,1138.5,657,2042.5,838,991,1683.5,881,1328,1066.5,825.5,517,700,1364,1109.5,1028.5,621.5
ASK1 (Ab-83),837.5,1028.5,1255,938.5,1428,765,1052,559,2079,1099,972.5,1592,806.5,1413,1062,786.5,455,598.5,1266,937.5,1000.5,523.5
LIMK1 (Ab-508),935.5,942,1566.5,1230,2689,892.5,1049,774.5,1775,921,917,1684,1090.5,1470.5,1230.5,1008.5,484.5,748.5,1392.5,1055.5,1177.5,646
MKK4/SEK1 (Ab-261),3507.5,3784.5,4672,3890.5,5623,2962.5,3229.5,2359.5,2399,2568,2577.5,3688.5,2456,3903.5,2592,2866,1777,2427,3685,3282,2936,2376.5
ASK1 (Ab-966),1334.5,1327.5,2002.5,1352.5,1575.5,1151,1303.5,893.5,878,1122.5,1139.5,1737,982,1837.5,1275.5,1014,628.5,822.5,1782.5,1425,1656,772
Histone H3.1 (Ab-10),1005.5,1193,1634.5,1239.5,1450,940,1349,981.5,907.5,1084,1050.5,1738,1001,1874.5,1320.5,1137.5,718.5,907.5,1606,1304,1288,819.5
FKHR (Ab-256),1287.5,1220.5,1903.5,1301.5,1603.5,1066.5,1221,914,880,1093,1236,2015,1413,1821.5,1329.5,1104.5,647,921,1541.5,1458,1425.5,759.5
BRCA1 (Ab-1524),2874,3783.5,3749,3009,3096.5,2714.5,2764,1997.5,1857,2248.5,2246.5,3954,2128.5,3788.5,2327.5,2228,1733,2330,3382.5,2790.5,2931.5,1879.5
HDAC4 (Ab-632),954,1066,1213.5,963,1146,744,1161,561,605.5,859,916.5,2004,1049.5,1746.5,1144,899.5,448.5,648,1355,1156.5,1149.5,517.5
HDAC5 (Ab-498),1036,925.5,1467.5,1030,1155,782,1087.5,725.5,2288.5,849,938,1574.5,850,1236.5,1239,898,546.5,838,1280,1109.5,1066.5,693.5
SHP-2 (Ab-542) ,1244.5,1336,1963,1485.5,1908,1184,1509,920.5,976.5,1077.5,1273,2064,1331,1614,1781,1361,963,1147,1774.5,1620.5,1434,868.5
SHP-2 (Ab-580) ,954.5,999.5,1449.5,1102,1495,885,1176,743,728.5,868,1117.5,1912,1052.5,1307,1300.5,1014,659,753.5,1417.5,1165,1227.5,771.5
Synaptotagmin (Ab-309) ,749,756.5,1275,1037,1018,739,1271.5,605,565,697.5,864.5,2019.5,959.5,1222.5,1105,784,423.5,587,1305,1033,960.5,573.5
Synaptotagmin (Ab-202) ,635,639,964.5,662,956,645.5,794,500,559.5,620,734,1458,741,1028.5,858.5,637,388.5,495,908,789,830.5,534
Trk B (Ab-515) ,4459,5416,5304,5066,5460.5,3523.5,3679.5,2569,2628,2459,3050,4941,3960.5,4218,2857.5,2798,2146,3562.5,4358,3848,4007,2539
Tyrosine Hydroxylase (Ab-19) ,1806.5,1933.5,2062,1776,2217.5,1543.5,1998,1441,1446,1527,1730.5,2518.5,1736.5,2240,1804.5,1649.5,1388.5,1494,2309,1907.5,2023.5,1356.5
Tyrosine Hydroxylase (Ab-31) ,818.5,864.5,1367.5,957.5,1247.5,823.5,1200,587,585.5,764,871,1325.5,950,1114.5,1047.5,742.5,432,622,1291,1043,1054,646.5
Tyrosine Hydroxylase (Ab-40) ,1234.5,1307.5,1843.5,1372,1998.5,1240,1406.5,721,798.5,1044.5,1091.5,2192.5,1164.5,1631,1262,845.5,592.5,844,1678,1374.5,1322.5,690
LIMK1/2 (Ab-508/505) ,11411.5,27874.5,2521.5,1944.5,7438.5,9756.5,11493,2057,2003,4002,5898,11090.5,3377,4466.5,7163.5,9278.5,8190,11687,13142,14991.5,15199.5,3086
BTK (Ab-223) ,756.5,853,1342.5,1054.5,1161,983.5,977.5,608,658.5,904,710.5,1413,711,1127,1082.5,851,444.5,692.5,1286.5,1371,908.5,659
MAP3K8/COT (Ab-290) ,955,942.5,1523,1069,1625.5,1094,1191,765.5,923,919,1092.5,1628.5,1018.5,1413,1301.5,873.5,496,707,1369.5,1167,1275.5,679
CrkII (Ab-221) ,1699,1685.5,2253.5,1863.5,3341,1838.5,1880,1322,1314,1415,1518.5,2349,1364,2078.5,1692,1271,989,1286,1895,1964,1829,1009.5
eEF2K (Ab-366) ,1841,1931,2670,2085.5,2222,1532,1808,1048,1016,2960.5,1436.5,2841.5,1551.5,2581.5,1729.5,1528,872,1255.5,2247,1944,1954,1062
Filamin A (Ab-2152) ,1293.5,1971,2424,1616,2756.5,1532.5,1468.5,841.5,822,1017,1321.5,1878.5,1468.5,2520.5,1549,989,865.5,840.5,1783.5,1949.5,1628.5,800.5
MKK6/MAP2K6 (Phospho-Ser207),1369,1807,2351.5,1160.5,1731,1927,1295.5,1134,1318,1477.5,1328.5,2485,2268,2022,1609,1362.5,708,1674.5,2365.5,2265,1924.5,1196
HDAC2 (Phospho-Ser394),2393,3444.5,1811,2398,1542.5,1672.5,1507,1323,1600,1727,2381,3498.5,2090.5,2145,1527,2092.5,1298.5,1552.5,1713,2191,2242.5,1225.5
FAK (Phospho-Tyr397),1087.5,2286.5,1632.5,1234,1372,900.5,1380,764,812.5,1030,1207,2184,1193,1564.5,1280,958,652.5,851,1377,1536.5,1435.5,722.5
EGFR (Phospho-Thr693),1364.5,1262.5,1712,1440,1536,1059,1437.5,869,1112,1178.5,1266.5,2136.5,1366,1883,1333.5,1616.5,814,1095,1704.5,1336,1502,762
GSK3 alpha/beta (Phospho-Tyr216/279),1342.5,1044,1593,1399,1872,1269.5,1614.5,1052,2728,1269.5,1270.5,1989,1557,1781,1315,1172.5,1034,1295.5,1404.5,1229,1166,819.5
14-3-3 theta/tau (Phospho-Ser232),2035,2085,2885.5,2017,3319,1981,1813.5,1100.5,1244,1830,1495.5,2062,1114.5,1679.5,1701.5,1432,905.5,1784,1984,1704.5,1630,1020.5
14-3-3 zeta/delta (Phospho-Thr232),2144.5,2725.5,1741,1453.5,2559,1777,1841.5,1659.5,1452.5,1267.5,2229,2399,1857.5,1615,1368,1119,1246,2224.5,1480,2284.5,1387,1238
"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2 (PFKFB2)(Phospho-Ser483)",866,929.5,1337,894,1173,832.5,1273.5,525,521.5,766,1069,2287,1006,1340.5,1126.5,753,464,594.5,1267,852,1008.5,489
Actin Pan (a/b/g)(Phospho-Tyr55/53),1400,1249,1655.5,1414,1733.5,1275.5,1239,888,973,988.5,1238.5,1648.5,1536.5,1538.5,1576.5,1040.5,792,963.5,1664.5,1499.5,1493.5,722.5
A-RAF (Phospho-Tyr301/302),1035.5,1133.5,1655,1330.5,1618,970,1313,788,2694.5,904,1144.5,1782,1194,1521,1296.5,990,596.5,961.5,1377,1250,1201,671
ATRIP (Phospho-Ser68/72),945.5,1024,1595.5,1228,1443,935,2572,735.5,3621.5,828.5,1057,2049,1475,1383,1141.5,854.5,639.5,857,1586.5,1363,1119,659.5
BCL-2 (Phospho-Thr69),1107.5,1165,1599,1183,1674,1058.5,1598,893.5,882,973,1308,1919.5,1155,1638.5,1301.5,949,650,868,1488.5,1273.5,1381,766.5
BCL-XL (Phospho-Thr47),893.5,930,1263.5,845.5,1182.5,972,1175.5,492.5,482,774.5,941.5,1860,1848,1442.5,1193.5,710,406.5,660,1307,957.5,1181,496
B-RAF (Phospho-Thr598),928,1012.5,1432.5,916,1225.5,759.5,1233,540.5,540.5,799.5,991.5,2041,998,1584.5,1100.5,721,403.5,636,1297.5,1004.5,1292.5,519.5
B-RAF (Phospho-Ser601),922.5,861.5,1586,881,1200,789.5,956,542.5,539,716,841.5,1656.5,985,1291.5,1165,756,433,588,1227.5,979,1096,519
Chk2 (Phospho-Thr383),1189.5,1510,1687.5,1315.5,1718,1211.5,1605.5,982,957,1135.5,1667,2880.5,1692,2094,1493.5,1210.5,927,1151.5,1741.5,1802,2158,913.5
Gab1 (Phospho-Tyr659),963,951.5,1440.5,1007,1264,874,1214.5,583.5,617.5,863.5,946.5,1693,1050,1602.5,1279,899.5,551,698,1469.5,1216,1267,598.5
HDAC1 (Phospho-Ser421),2390.5,1594,3107.5,1890,2441.5,2571,2500.5,1479.5,1445,1742.5,1766.5,1896.5,1364.5,2794.5,1973,1782.5,1261,1892.5,2709.5,2462,2350.5,1102.5
p38 MAPK (Phospho-Tyr322),1069,1241,1413.5,1115.5,1268,921.5,1340.5,783,752,997,1122.5,1670.5,1444,1881.5,1550,982,576.5,910.5,1701,1299,1701.5,722
PKC alpha (Phospho-Tyr657),1081.5,2015.5,1848,1272,1495,1062.5,1408,773,1240.5,1023,1058.5,1750,1105,1607,1236.5,1102,647,889.5,1407,1467,1262,728.5
PKC delta (Phospho-Tyr52),2032.5,5459.5,2387.5,1848,1983,1497,1625,1245.5,1497,1197,1482,2697,1838,2483,1777,1775.5,888.5,1186.5,2180.5,2025,1846,864
PKC epsilon (Phospho-Ser729),1437.5,3345.5,2130.5,1485.5,2018.5,1600.5,2001,1195,1144.5,1256,1295,1946.5,1804,1995.5,1640.5,1358,859,1131.5,1821,1667.5,1569,891
PKC pan activation site (Phospho),1029.5,977.5,1477.5,1193,1335.5,1014.5,1352.5,763,787.5,942,970,1686,1509,1312.5,1367,915.5,677.5,860.5,1355,1219.5,1124,705.5
PKC zeta (Phospho-Thr560),878,743.5,1293.5,845,1111,812,1152.5,713.5,805.5,757.5,858,1338.5,844.5,1308,1122.5,820,546,893.5,1096,892,944,602.5
MYPT1 (Phospho-Thr696),1052,1147,1817,1362.5,1502.5,1081.5,1341,2816.5,900,1000.5,1367,2548.5,1464.5,1801,1435,1157,676.5,1472.5,1308.5,1214,1696,766.5
MYPT1 (Phospho-Thr853),1179,1008,1298,1172,1497,961.5,1200,776.5,762,947,1192,2475.5,1228.5,1355,1190,887.5,644,1013,1393.5,1265,1048.5,670.5
PLCG1 (Phospho-Tyr1253),1953,1270,1999,1367.5,1602.5,1131,1663,871,822.5,876,1375.5,2690.5,2104,1515,1637,1318,805.5,1030,1620.5,1574.5,1535.5,748.5
PLCG2 (Phospho-Tyr1217),2595,1186.5,1847,1294,1615,1434,1361.5,778.5,869.5,963.5,1147,2271.5,1299,1542,1379.5,1017.5,713,964,1517.5,1348,1409,754
PPAR-BP (Phospho-Thr1457),1320.5,1159.5,1964,1391.5,1804,1074,1416,961,1691,1065.5,1347.5,2438.5,1402,1841.5,1499.5,1032.5,691,1014,1817.5,1231,1703,797
PPAR-gamma (Phospho-Ser112),1054,1079.5,1554,1172,1375.5,951.5,1611.5,807,1197.5,885.5,1271,2301.5,1531,1662,1124,961,709.5,955.5,1640.5,1154.5,1495.5,645.5
TIE2 (Phospho-Tyr1108),2483.5,1160,2273.5,1812.5,2829.5,1696,4360,1144,1090.5,1388.5,1739.5,2235.5,1592.5,2422.5,1927,1281.5,942.5,1492,2178.5,2159,2129,1244.5
WAVE1 (Phospho-Tyr125),1379,1464,2265.5,1855.5,1808,1427.5,1710,1181.5,1153.5,1088,1680,2363.5,2015.5,2249.5,1905,1565.5,1056.5,1482,1801.5,1869,1779.5,1047
XIAP (Phospho-Ser87),1076.5,717,1747.5,1173,1553,1067.5,1441,808,745.5,934.5,1084.5,2274,1457.5,1826.5,1573,1049.5,531,970,1460,1140,1781,644.5
ATP-Citrate Lyase (Phospho-Ser454),958,976.5,1432,999,1362.5,885.5,1072.5,678,646,914.5,1030.5,1807.5,897,1574,1150.5,770.5,540.5,755.5,1279.5,1028,1284,612.5
Mst1/Mst2 (Phospho-Thr183),1110.5,1090,1669,1203,2585.5,1036,1224,753.5,688,998.5,1112.5,1875,984,1641,1446,1030,631.5,842.5,1496.5,1300.5,1509.5,631.5
Myosin regulatory light chain 2 (Phospho-Ser18),2422,5643.5,3182,3375.5,3104,3707.5,1848.5,1708.5,1646.5,1577,2677.5,2703.5,1792,2363,2314,1928,1709,3355.5,2379.5,2558,3545,2532
p130Cas (Phospho-Tyr165),1295.5,1297.5,1604.5,1416,1678,932.5,1167,704,703,1034,1244,2422.5,1069.5,2067.5,1219.5,1028.5,669.5,900,1773,1260.5,1512,778
PP1 alpha (Phospho-Thr320),1055.5,814,1324.5,1095.5,1421,918,1205.5,701.5,753.5,905,1117.5,2137,1143,1494.5,1200.5,919,776.5,790,1060,1330,1274.5,600
CK2-b (Phospho-Ser209),1341.5,1526.5,1728,1394,1497.5,1436,1323,604.5,1023,939,1025,2277.5,1120.5,2061,1306.5,940.5,469.5,714,1518.5,1353.5,1411,614
EPHA2/3/4 (Phospho-Tyr588/596),1479,1703,2030.5,1533,1867.5,1116.5,1351,974.5,1280.5,1159.5,1293,2377,1708,2233,1627,1257,865,1064.5,1715,1557.5,1812.5,849.5
EPHB1/2 (Phospho-Tyr594/604),1252.5,1652.5,1729,1359.5,1594.5,1179,1343.5,913.5,904,1097.5,1235,2505.5,1370.5,1918.5,1450,1127,815,988,1682.5,1442,1565,798
Ephrin B1 (Phospho-Tyr317),1053.5,1113,1428,1172,1295.5,924,1341.5,836,852.5,963.5,1080.5,2029,1252.5,1925.5,1407,1118.5,701,839,1587,1295,1329,747
Epo-R (Phospho-Tyr368),1389.5,1572,1718.5,1833,1675,1358.5,1600,1281.5,1182,1274,1436,2004,1751.5,1478.5,1635.5,1357,1059.5,1573,2033.5,1832,2011.5,1070.5
IKK-beta (Ab-188),2374,2532.5,2980.5,2739.5,2956.5,2302,2657,1970,2040,1924,2398.5,3191,2110.5,2889.5,2564,2504.5,1671.5,2066.5,2855.5,2669.5,2612,1803
IKK-gamma (Ab-31),12984,14725,6541.5,12204.5,7232,4265,5597,4015,4453.5,3497.5,3643,5523.5,6206,4927,3286.5,4031,2731,3484,4165,5667.5,5196,4687
AKT1S1 (Ab-246),9031.5,11454.5,11204.5,11377,9688,7673,8467.5,6464,6310,5927,7538.5,10386,6939.5,10495,6664.5,7107.5,5126.5,8007.5,9433.5,8379,8397.5,6444
Arrestin-1 (Ab-412),2146,2319.5,3245,2570,2239.5,2157,2503.5,1992.5,1995.5,1456,2295.5,3490.5,2633.5,3020,2658.5,2577,1861,2126.5,2667.5,2609,2785.5,1795.5
BID (Ab-78),2896.5,3138.5,3892,3325.5,3327,2456.5,3106,2374,2498,1809.5,2513.5,3977,3065.5,3734,2779,2431.5,1731,2548.5,2978.5,2794.5,3303.5,2156.5
CD3Z (Ab-142),1905,1722.5,2662,2086.5,1893.5,1398.5,4126,1295.5,1492.5,1252.5,1750,2905,2173.5,2678,2133.5,1832.5,1501.5,1678,2379.5,2098,2527,1388.5
CDK1/CDC2 (Ab-14),1117.5,1310,1689.5,1223,1414,1052.5,2510,925.5,886.5,778,1176.5,2214,1653.5,1856,1389,1067,650,911,1433,1431.5,1319,804.5
CREB (Ab-121),1151,1233.5,1777.5,1281.5,1415.5,1028,1477,862.5,913.5,876,1221.5,2375,1390,1939.5,1479.5,1091,674.5,847.5,1569,1271,1477.5,817.5
EGFR (Ab-1016),1505,1675,2123,1645,1744.5,1336,1801,1182,1238,1095.5,1521,2599.5,1687.5,2314.5,1665,1473.5,1018,1226.5,1943,1701,1975,1202.5
FAK (Ab-407),1086.5,1170.5,1703.5,1192.5,1399,958.5,1323.5,742,748.5,830,1144,2382.5,1305,1832.5,1298,994,589.5,776,1562.5,1316,1416,712.5
FOXO1/3/4-pan (Ab-24/32),1706,1635,2586.5,1822,1975,1414.5,1869.5,1192,1151,1167.5,1645.5,2826.5,1615.5,2408.5,1846,1574,994.5,1212,2092,1879,2144,1060
FKHR/FOXO1A (Ab-329),1031,1024.5,1585.5,1118.5,1346.5,895,1325.5,715,702.5,905.5,1030.5,2311,1259.5,1784.5,1301.5,1029,570,802.5,1465.5,1251.5,1438,633
GRK2 (Ab-29),5786.5,8653.5,8402,7877.5,5316.5,5255,4888.5,3663.5,3882.5,3093.5,4231.5,7697,4523.5,7434,4892.5,5211.5,3310,6148.5,6203.5,6047.5,5993,3960
IKK-beta (Ab-199),5609.5,7882,8027.5,6151,5537,4936.5,4548,2936,2987,3699.5,3184.5,6469,3027.5,6080.5,4078.5,4444.5,2250,4470,5528.5,4894.5,5184.5,3090
IRS-1 (Ab-323),2467,2636,2914,2725,2526.5,2302.5,2504,2455,2326,2005.5,1981,3342.5,2315.5,3617,2605.5,2208,2248.5,2316,2833.5,2726,3086.5,2098.5
JNK1/2/3 (Ab-183/185),1315.5,1482,2034,1643.5,1678,1136.5,1518,1030.5,972.5,1058.5,1328,4826.5,1808.5,2365,1530.5,1387.5,834.5,1113.5,1887.5,1678.5,1917,898.5
LAT (Ab-191),3111,4234.5,3844.5,3681.5,3450.5,2478.5,2324.5,1587,1608.5,1837,2050.5,5560.5,2286.5,3498,2195.5,2129.5,1441.5,1930,2520,2465,2495,1499.5
LCK (Ab-504),1421,1732,1838,1546,1866.5,1307.5,1395.5,1078,910,1079,1241,4608.5,1316,1748,1272.5,1408,836.5,1129,1739,1461.5,1281,774
LCK (Ab-192),1340,1226,1757.5,1358,1577,1058,1385,1005.5,998.5,1053,1192,1883,1207,1829,1520.5,1254.5,850,1068.5,1667.5,1397,1434.5,844
Caspase 1 (Ab-376),870,1078.5,1328.5,1323.5,1542,968,1168,852,819.5,965.5,1230,1709,1252.5,1294,1187.5,913,713.5,1067,1348,1220.5,1326,675
Caspase 2 (Ab-157),949.5,1046.5,1410,1076.5,1369,882,1341.5,692.5,669,801.5,1137.5,2405.5,1092,1234,1290.5,905.5,559.5,757,1426.5,1186.5,1181,585
GRB10/Growth factor receptor-bound protein 10 (Ab-67),1357.5,1574,1637,1209,1669.5,934.5,1152.5,622.5,610.5,871,1146.5,2538,1275.5,1353.5,1118.5,819,456,712,1331,1134,1169.5,531.5
GTPase activating protein (Ab-387),1232.5,1158.5,1734.5,1205.5,1533.5,1015.5,1393.5,622,658,809.5,1157,2601.5,1402.5,1559,1229.5,877.5,525.5,812.5,1365,1225.5,1290.5,634
HSP90 co-chaperone Cdc37 (Ab-13),1636,1482,2029,1664,2313,1332.5,1604.5,992.5,952,1181.5,1526,2973,1705.5,2016.5,1567.5,1225,841.5,2001.5,1673,1476,1557.5,829.5
IGF2R (Ab-2409),2920.5,4592,5005,6914.5,4157.5,2018.5,2220,1022,974,1184,1761.5,4436.5,2904,3561.5,2407,2113,1211,2076,1938.5,1992,2063.5,1124
IGFBP-3 (Ab-183),1248.5,1325.5,1818.5,1303,1709,1048.5,1422.5,720.5,735.5,955.5,1253,2423,1395,1792.5,1394,1061.5,637.5,950.5,1587.5,1374.5,1519.5,756
